tcp.srcport,tcp.dstport,tcp.flags,tcp.flags_numeric,tcp.window_size_value,type_f,type_n,series_id,instance_id
2049,62526,20,7,0,0,1,1,235
427,62526,20,7,0,0,1,1,236
4899,62526,20,7,0,0,1,1,237
26,62526,20,7,0,0,1,1,238
513,62526,20,7,0,0,1,1,239
79,62526,20,7,0,0,1,1,240
1433,62526,20,7,0,0,1,1,241
544,62526,20,7,0,0,1,1,242
62528,990,2,1,1024,0,1,1,243
33722,53,2,1,1,1,0,1,244
53,33722,18,3,14480,0,1,1,245
33722,53,4,6,0,0,1,1,246
33723,53,2,1,63,1,0,1,247
53,33723,18,3,14480,0,1,1,248
33723,53,4,6,0,0,1,1,249
33724,53,2,1,4,1,0,1,250
53,33724,18,3,14480,0,1,1,251
33724,53,4,6,0,0,1,1,252
33725,53,2,1,4,1,0,1,253
33726,53,2,1,16,1,0,1,254
53,33725,18,3,14480,0,1,1,255
53,33726,18,3,14480,0,1,1,256
33725,53,4,6,0,0,1,1,257
33726,53,4,6,0,0,1,1,258
33727,53,2,1,512,1,0,1,259
53,33727,18,3,14480,0,1,1,260
33727,53,4,6,0,0,1,1,261
33734,53,194,12,3,1,0,1,262
33736,53,0,0,128,1,0,1,263
33737,53,43,11,256,1,0,1,264
53,33734,82,99,14600,0,1,1,265
33734,53,4,6,0,0,1,1,266
33738,53,16,2,1024,1,0,1,267
53,33738,4,6,0,0,1,1,268
33739,7,2,1,31337,1,0,1,269
7,33739,20,7,0,0,1,1,270
33740,7,16,2,32768,1,0,1,271
7,33740,4,6,0,0,1,1,272
33741,7,41,10,65535,1,0,1,273
33736,53,0,0,128,1,0,1,274
33737,53,43,11,256,1,0,1,275
33741,7,41,10,65535,1,0,1,276
33736,53,0,0,128,1,0,1,277
33737,53,43,11,256,1,0,1,278
33741,7,41,10,65535,1,0,1,279
33736,53,0,0,128,1,0,1,280
33737,53,43,11,256,1,0,1,281
33741,7,41,10,65535,1,0,1,282
